gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Market,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source
Female,44,No,3,6,5,7,2,6,3,Yes,Returns,Growth,Returns,3-5 years,Weekly,20%-30%,Equity,Education,Dividend,Better Returns,Tax Incentives,High Interest Rates,Television
Male,53,No,2,1,3,1,5,2,5,No,Returns,Income,Wealth Creation,3-5 years,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,High Interest Rates,Television
Male,36,No,6,6,2,3,6,1,5,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Daily,20%-30%,Fixed Deposits,Health Care,Dividend,Tax Benefits,Tax Incentives,High Interest Rates,Internet
Male,45,No,3,5,5,3,3,5,6,Yes,Risk,Capital Appreciation,Returns,1-3 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,High Interest Rates,Newspapers and Magazines
Male,40,Yes,1,4,6,4,3,1,3,No,Returns,Growth,Wealth Creation,Less than 1 year,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Safe Investment,High Interest Rates,Internet
Female,45,Yes,7,4,2,1,7,5,2,No,Risk,Income,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Safe Investment,Risk Free,Newspapers and Magazines
Female,58,No,5,4,4,2,2,5,3,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Mutual Fund,Education,Capital Appreciation,Fund Diversification,Assured Returns,High Interest Rates,Newspapers and Magazines
Female,44,Yes,1,3,3,2,6,2,7,Yes,Locking Period,Capital Appreciation,Wealth Creation,1-3 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,High Interest Rates,Television
Male,29,No,4,5,4,1,1,1,2,No,Risk,Growth,Wealth Creation,Less than 1 year,Weekly,10%-20%,Public Provident Fund,Education,Liquidity,Better Returns,Assured Returns,High Interest Rates,Internet
Female,40,No,3,5,6,5,6,4,4,Yes,Risk,Capital Appreciation,Savings for Future,1-3 years,Monthly,30%-40%,Mutual Fund,Education,Capital Appreciation,Tax Benefits,Assured Returns,High Interest Rates,Internet
Male,49,No,5,3,2,6,5,6,3,Yes,Returns,Income,Returns,1-3 years,Daily,30%-40%,Equity,Education,Liquidity,Tax Benefits,Tax Incentives,High Interest Rates,Internet
Male,56,No,7,3,1,1,2,1,5,Yes,Locking Period,Income,Wealth Creation,Less than 1 year,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,40,No,4,1,1,3,6,1,6,Yes,Locking Period,Income,Savings for Future,3-5 years,Monthly,10%-20%,Public Provident Fund,Education,Liquidity,Better Returns,Assured Returns,High Interest Rates,Internet
Male,27,Yes,5,3,2,6,3,1,4,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,High Interest Rates,Internet
Female,31,No,5,3,4,5,4,3,7,No,Risk,Growth,Savings for Future,3-5 years,Weekly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Tax Incentives,Fixed Returns,Television
Female,40,No,1,5,1,4,6,4,7,No,Locking Period,Income,Savings for Future,1-3 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Female,40,No,7,2,5,6,3,2,7,Yes,Locking Period,Growth,Savings for Future,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Liquidity,Better Returns,Tax Incentives,Fixed Returns,Newspapers and Magazines
Male,55,No,7,2,2,7,5,3,3,Yes,Returns,Income,Returns,Less than 1 year,Weekly,10%-20%,Equity,Health Care,Dividend,Tax Benefits,Assured Returns,Risk Free,Financial Consultants
Male,56,No,2,3,5,5,5,5,7,No,Risk,Capital Appreciation,Savings for Future,Less than 1 year,Monthly,10%-20%,Mutual Fund,Education,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,31,Yes,5,5,3,7,3,3,3,No,Risk,Income,Wealth Creation,Less than 1 year,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Internet
Male,47,No,2,6,6,2,7,5,2,No,Locking Period,Income,Returns,1-3 years,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,55,Yes,5,4,6,2,2,1,7,No,Locking Period,Growth,Returns,Less than 1 year,Daily,30%-40%,Public Provident Fund,Education,Capital Appreciation,Better Returns,Tax Incentives,Risk Free,Internet
Female,27,No,4,3,3,1,6,3,4,Yes,Locking Period,Growth,Returns,Less than 1 year,Daily,20%-30%,Public Provident Fund,Health Care,Dividend,Tax Benefits,Tax Incentives,High Interest Rates,Newspapers and Magazines
Female,36,Yes,3,6,3,5,7,3,5,Yes,Returns,Growth,Savings for Future,More than 5 years,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Internet
Male,21,Yes,1,4,6,2,2,2,7,Yes,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Fixed Deposits,Health Care,Liquidity,Fund Diversification,Safe Investment,High Interest Rates,Internet
Male,59,No,3,4,7,6,4,1,2,No,Locking Period,Growth,Returns,1-3 years,Weekly,10%-20%,Public Provident Fund,Education,Liquidity,Fund Diversification,Assured Returns,High Interest Rates,Newspapers and Magazines
Female,57,Yes,5,5,1,4,2,1,3,Yes,Locking Period,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Safe Investment,Fixed Returns,Financial Consultants
Female,26,No,3,2,7,3,3,5,5,Yes,Locking Period,Capital Appreciation,Savings for Future,3-5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Tax Incentives,Risk Free,Newspapers and Magazines
Male,36,Yes,3,5,3,1,5,2,6,Yes,Returns,Capital Appreciation,Savings for Future,3-5 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Tax Incentives,Fixed Returns,Newspapers and Magazines
Male,48,No,6,2,5,3,2,1,4,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Liquidity,Tax Benefits,Assured Returns,Risk Free,Newspapers and Magazines
Female,57,Yes,1,3,1,7,4,2,4,Yes,Locking Period,Capital Appreciation,Returns,More than 5 years,Daily,30%-40%,Equity,Education,Capital Appreciation,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Female,21,Yes,1,4,3,5,5,3,5,No,Returns,Capital Appreciation,Returns,Less than 1 year,Daily,10%-20%,Mutual Fund,Health Care,Liquidity,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Male,53,No,5,1,2,5,7,1,4,No,Locking Period,Growth,Returns,More than 5 years,Monthly,20%-30%,Public Provident Fund,Education,Liquidity,Tax Benefits,Safe Investment,Risk Free,Television
Male,30,No,6,2,4,5,1,6,3,No,Returns,Income,Returns,More than 5 years,Weekly,20%-30%,Mutual Fund,Education,Capital Appreciation,Tax Benefits,Tax Incentives,Risk Free,Internet
Male,33,Yes,5,1,3,7,2,5,2,Yes,Locking Period,Income,Wealth Creation,3-5 years,Weekly,10%-20%,Equity,Health Care,Liquidity,Better Returns,Safe Investment,High Interest Rates,Internet
Male,52,No,5,1,1,6,5,1,2,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,10%-20%,Equity,Retirement Plan,Liquidity,Tax Benefits,Tax Incentives,High Interest Rates,Financial Consultants
Female,35,Yes,3,6,3,1,5,4,7,No,Returns,Income,Wealth Creation,Less than 1 year,Weekly,20%-30%,Equity,Health Care,Dividend,Tax Benefits,Assured Returns,High Interest Rates,Internet
Female,20,No,2,1,2,6,3,4,7,Yes,Returns,Capital Appreciation,Returns,More than 5 years,Daily,10%-20%,Equity,Health Care,Liquidity,Tax Benefits,Tax Incentives,Fixed Returns,Internet
Female,50,Yes,6,6,7,7,2,6,7,Yes,Locking Period,Income,Savings for Future,More than 5 years,Weekly,10%-20%,Public Provident Fund,Education,Capital Appreciation,Better Returns,Safe Investment,High Interest Rates,Newspapers and Magazines
Male,29,No,1,1,2,2,3,2,5,No,Risk,Growth,Returns,1-3 years,Monthly,30%-40%,Fixed Deposits,Education,Liquidity,Tax Benefits,Safe Investment,Risk Free,Television
Male,28,No,7,1,1,5,4,3,2,No,Returns,Income,Wealth Creation,Less than 1 year,Monthly,10%-20%,Mutual Fund,Health Care,Liquidity,Tax Benefits,Assured Returns,High Interest Rates,Newspapers and Magazines
Male,33,Yes,5,5,4,3,3,3,3,Yes,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Better Returns,Tax Incentives,Risk Free,Television
Female,52,Yes,1,6,6,3,3,1,4,No,Locking Period,Growth,Wealth Creation,1-3 years,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Liquidity,Tax Benefits,Assured Returns,Risk Free,Internet
Male,30,No,1,3,4,7,4,5,3,Yes,Returns,Capital Appreciation,Returns,3-5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Liquidity,Tax Benefits,Assured Returns,Fixed Returns,Internet
Female,48,No,1,5,4,4,6,2,6,No,Returns,Income,Savings for Future,More than 5 years,Daily,10%-20%,Fixed Deposits,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet
Male,39,Yes,5,3,6,5,4,3,4,No,Returns,Income,Wealth Creation,Less than 1 year,Weekly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,High Interest Rates,Newspapers and Magazines
Male,33,No,1,6,4,4,7,1,3,No,Risk,Income,Wealth Creation,Less than 1 year,Weekly,20%-30%,Public Provident Fund,Education,Dividend,Fund Diversification,Tax Incentives,Fixed Returns,Financial Consultants
Female,33,Yes,2,3,1,7,3,5,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,10%-20%,Equity,Education,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,45,Yes,4,1,3,2,7,3,3,Yes,Returns,Capital Appreciation,Returns,3-5 years,Daily,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet
Female,56,Yes,4,4,3,3,2,6,6,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,Daily,10%-20%,Public Provident Fund,Education,Dividend,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines
Female,22,No,4,1,5,6,5,2,4,Yes,Returns,Income,Savings for Future,3-5 years,Weekly,30%-40%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,54,No,5,2,3,2,4,6,4,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Education,Dividend,Fund Diversification,Tax Incentives,Fixed Returns,Television
Female,51,Yes,6,4,3,7,2,5,6,No,Locking Period,Capital Appreciation,Savings for Future,3-5 years,Weekly,20%-30%,Equity,Retirement Plan,Dividend,Better Returns,Safe Investment,Risk Free,Television
Female,52,No,7,4,7,6,3,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Dividend,Tax Benefits,Tax Incentives,Risk Free,Internet
Male,35,No,4,4,3,6,3,5,2,Yes,Risk,Capital Appreciation,Returns,3-5 years,Monthly,20%-30%,Public Provident Fund,Education,Liquidity,Tax Benefits,Safe Investment,High Interest Rates,Newspapers and Magazines
Female,57,No,7,1,4,4,5,2,3,Yes,Returns,Growth,Wealth Creation,More than 5 years,Weekly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Tax Benefits,Safe Investment,Risk Free,Television
Female,45,No,4,4,2,3,1,5,6,No,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Male,52,Yes,1,3,3,3,1,4,2,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Equity,Health Care,Liquidity,Better Returns,Tax Incentives,Risk Free,Internet
Male,35,Yes,1,4,5,1,4,1,4,No,Returns,Income,Wealth Creation,Less than 1 year,Monthly,30%-40%,Fixed Deposits,Health Care,Dividend,Fund Diversification,Tax Incentives,Fixed Returns,Television
Female,32,No,3,5,7,1,2,6,3,Yes,Risk,Income,Savings for Future,3-5 years,Monthly,10%-20%,Mutual Fund,Health Care,Dividend,Better Returns,Tax Incentives,High Interest Rates,Internet
Female,54,Yes,6,2,4,4,5,3,2,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,20%-30%,Fixed Deposits,Education,Capital Appreciation,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Male,56,No,4,1,1,3,7,4,4,Yes,Risk,Income,Savings for Future,1-3 years,Weekly,30%-40%,Equity,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Risk Free,Internet
Female,27,Yes,5,6,2,1,1,6,5,No,Returns,Income,Savings for Future,3-5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,High Interest Rates,Newspapers and Magazines
Male,57,Yes,4,3,5,4,1,5,7,Yes,Returns,Income,Returns,More than 5 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet
Female,34,No,4,3,2,3,5,1,2,Yes,Risk,Growth,Returns,More than 5 years,Weekly,20%-30%,Mutual Fund,Education,Dividend,Fund Diversification,Assured Returns,High Interest Rates,Financial Consultants
Male,33,Yes,2,5,2,4,3,6,3,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Public Provident Fund,Education,Dividend,Better Returns,Tax Incentives,Risk Free,Television
Male,34,Yes,2,1,2,7,5,5,4,Yes,Risk,Capital Appreciation,Savings for Future,1-3 years,Daily,30%-40%,Fixed Deposits,Education,Capital Appreciation,Tax Benefits,Safe Investment,High Interest Rates,Internet
Female,58,No,4,5,2,1,5,3,6,No,Locking Period,Capital Appreciation,Returns,3-5 years,Weekly,20%-30%,Equity,Education,Capital Appreciation,Tax Benefits,Safe Investment,High Interest Rates,Television
Female,23,No,3,3,7,5,4,3,6,No,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Better Returns,Tax Incentives,Risk Free,Newspapers and Magazines
Male,38,No,2,3,7,6,3,4,7,No,Locking Period,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Public Provident Fund,Education,Liquidity,Better Returns,Assured Returns,High Interest Rates,Internet
Male,57,Yes,3,3,6,3,2,4,2,No,Returns,Growth,Wealth Creation,3-5 years,Daily,10%-20%,Fixed Deposits,Education,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Financial Consultants
Male,48,No,7,3,3,1,4,3,4,No,Returns,Income,Savings for Future,3-5 years,Weekly,10%-20%,Equity,Education,Liquidity,Better Returns,Safe Investment,Risk Free,Financial Consultants
Female,25,No,7,2,1,3,3,5,2,Yes,Risk,Income,Returns,More than 5 years,Monthly,30%-40%,Fixed Deposits,Education,Dividend,Tax Benefits,Safe Investment,Risk Free,Television
Male,23,No,7,3,5,4,7,4,7,Yes,Risk,Capital Appreciation,Returns,1-3 years,Weekly,30%-40%,Mutual Fund,Education,Capital Appreciation,Fund Diversification,Safe Investment,Risk Free,Financial Consultants
Male,27,Yes,5,3,1,1,6,2,4,Yes,Returns,Growth,Returns,1-3 years,Daily,20%-30%,Fixed Deposits,Education,Dividend,Fund Diversification,Tax Incentives,Fixed Returns,Internet
Male,40,Yes,3,2,1,5,1,2,2,No,Locking Period,Income,Returns,1-3 years,Daily,30%-40%,Public Provident Fund,Health Care,Dividend,Fund Diversification,Tax Incentives,Risk Free,Television
Male,58,No,2,5,2,3,6,3,3,Yes,Returns,Capital Appreciation,Savings for Future,More than 5 years,Weekly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Tax Incentives,High Interest Rates,Television
Female,32,Yes,5,4,1,1,1,5,4,No,Locking Period,Growth,Wealth Creation,1-3 years,Monthly,30%-40%,Mutual Fund,Education,Liquidity,Tax Benefits,Tax Incentives,High Interest Rates,Television
Female,38,No,6,4,7,4,6,2,3,No,Locking Period,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Equity,Education,Capital Appreciation,Fund Diversification,Assured Returns,High Interest Rates,Internet
Female,56,Yes,3,6,3,6,4,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Financial Consultants
Male,55,No,7,2,1,7,6,3,6,No,Returns,Income,Wealth Creation,Less than 1 year,Monthly,30%-40%,Public Provident Fund,Health Care,Dividend,Fund Diversification,Tax Incentives,Fixed Returns,Newspapers and Magazines
Male,39,No,7,4,7,1,1,1,3,Yes,Risk,Income,Returns,Less than 1 year,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Internet
Male,33,Yes,2,6,4,6,1,3,5,No,Locking Period,Income,Wealth Creation,3-5 years,Monthly,10%-20%,Equity,Education,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Internet
Female,41,No,3,1,6,3,5,2,3,No,Locking Period,Income,Savings for Future,3-5 years,Monthly,30%-40%,Mutual Fund,Education,Liquidity,Better Returns,Tax Incentives,Risk Free,Internet
Female,44,No,1,2,6,5,3,4,7,Yes,Locking Period,Income,Wealth Creation,3-5 years,Daily,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Television
Male,51,Yes,5,3,4,2,2,6,3,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Tax Incentives,High Interest Rates,Financial Consultants
Male,56,Yes,7,1,1,7,1,6,4,No,Locking Period,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Liquidity,Better Returns,Tax Incentives,Fixed Returns,Television
Female,26,No,7,4,7,2,4,4,6,Yes,Returns,Growth,Savings for Future,1-3 years,Weekly,30%-40%,Fixed Deposits,Health Care,Liquidity,Tax Benefits,Tax Incentives,Fixed Returns,Newspapers and Magazines
Female,49,Yes,7,4,4,5,3,2,7,No,Locking Period,Growth,Savings for Future,Less than 1 year,Monthly,10%-20%,Equity,Health Care,Dividend,Tax Benefits,Assured Returns,High Interest Rates,Financial Consultants
Female,35,No,4,1,7,6,6,5,4,No,Returns,Income,Savings for Future,Less than 1 year,Monthly,20%-30%,Equity,Health Care,Liquidity,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Male,52,No,4,5,5,6,5,5,6,No,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Equity,Education,Liquidity,Tax Benefits,Tax Incentives,Risk Free,Internet
Female,46,Yes,7,5,5,2,5,3,2,Yes,Risk,Capital Appreciation,Savings for Future,Less than 1 year,Monthly,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Tax Benefits,Safe Investment,Risk Free,Newspapers and Magazines
Male,21,Yes,4,6,4,6,3,6,4,No,Risk,Capital Appreciation,Returns,3-5 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Tax Incentives,Risk Free,Financial Consultants
Female,46,Yes,2,4,5,2,6,2,6,Yes,Returns,Growth,Returns,1-3 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Female,53,Yes,1,1,1,6,4,4,4,Yes,Locking Period,Income,Returns,More than 5 years,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,36,Yes,4,3,1,6,6,1,3,No,Risk,Income,Savings for Future,1-3 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Dividend,Tax Benefits,Tax Incentives,High Interest Rates,Newspapers and Magazines
Female,30,Yes,5,2,1,7,2,4,6,Yes,Returns,Capital Appreciation,Returns,More than 5 years,Daily,20%-30%,Public Provident Fund,Health Care,Liquidity,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Female,32,No,4,1,5,4,5,6,6,Yes,Returns,Growth,Savings for Future,More than 5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Liquidity,Better Returns,Safe Investment,Risk Free,Television
Male,53,No,3,3,1,3,7,4,2,No,Returns,Growth,Savings for Future,More than 5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Dividend,Better Returns,Assured Returns,Risk Free,Television
Female,38,Yes,6,5,1,4,1,6,6,No,Risk,Growth,Returns,1-3 years,Daily,30%-40%,Equity,Education,Capital Appreciation,Better Returns,Tax Incentives,High Interest Rates,Financial Consultants
Male,42,Yes,3,6,7,5,5,1,7,Yes,Returns,Capital Appreciation,Returns,3-5 years,Weekly,20%-30%,Public Provident Fund,Health Care,Liquidity,Fund Diversification,Tax Incentives,High Interest Rates,Financial Consultants
Female,54,No,3,2,7,5,5,2,5,Yes,Locking Period,Growth,Wealth Creation,More than 5 years,Daily,30%-40%,Public Provident Fund,Education,Capital Appreciation,Fund Diversification,Assured Returns,High Interest Rates,Television
Female,32,No,1,3,6,4,1,4,2,No,Locking Period,Growth,Savings for Future,More than 5 years,Weekly,10%-20%,Mutual Fund,Education,Dividend,Fund Diversification,Safe Investment,Risk Free,Financial Consultants
Male,37,Yes,7,5,1,4,1,6,2,No,Locking Period,Income,Returns,1-3 years,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Dividend,Tax Benefits,Tax Incentives,High Interest Rates,Newspapers and Magazines
Female,21,No,5,4,6,2,4,3,6,No,Risk,Growth,Savings for Future,1-3 years,Weekly,20%-30%,Public Provident Fund,Education,Liquidity,Fund Diversification,Safe Investment,High Interest Rates,Newspapers and Magazines
Female,22,Yes,1,3,1,5,6,3,2,Yes,Returns,Income,Wealth Creation,More than 5 years,Monthly,20%-30%,Equity,Education,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Television
Male,33,No,5,6,6,4,2,1,2,Yes,Risk,Capital Appreciation,Savings for Future,Less than 1 year,Daily,10%-20%,Mutual Fund,Health Care,Dividend,Tax Benefits,Safe Investment,Risk Free,Internet
Male,56,No,1,1,3,1,3,3,4,Yes,Returns,Income,Wealth Creation,Less than 1 year,Daily,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Tax Benefits,Tax Incentives,High Interest Rates,Financial Consultants
Female,51,Yes,3,3,1,4,4,4,2,No,Returns,Growth,Wealth Creation,More than 5 years,Monthly,20%-30%,Equity,Education,Dividend,Better Returns,Safe Investment,High Interest Rates,Internet
Female,47,Yes,6,2,4,6,3,3,5,No,Locking Period,Growth,Savings for Future,3-5 years,Daily,30%-40%,Public Provident Fund,Health Care,Dividend,Tax Benefits,Tax Incentives,Fixed Returns,Television
Female,56,No,5,1,5,1,3,3,2,Yes,Risk,Capital Appreciation,Returns,1-3 years,Weekly,20%-30%,Mutual Fund,Health Care,Liquidity,Tax Benefits,Tax Incentives,Fixed Returns,Financial Consultants
Male,42,No,1,5,7,2,3,1,4,No,Locking Period,Capital Appreciation,Returns,3-5 years,Weekly,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,33,No,4,5,7,7,6,3,2,Yes,Risk,Growth,Returns,More than 5 years,Daily,10%-20%,Equity,Health Care,Liquidity,Tax Benefits,Safe Investment,Fixed Returns,Internet
Female,30,Yes,4,2,2,6,2,2,3,Yes,Locking Period,Growth,Returns,1-3 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Liquidity,Tax Benefits,Tax Incentives,Fixed Returns,Financial Consultants
Female,44,Yes,2,2,1,1,6,2,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Fixed Returns,Television
Female,43,Yes,1,2,5,7,4,6,2,Yes,Locking Period,Growth,Returns,Less than 1 year,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Female,50,No,2,3,1,6,2,5,4,No,Risk,Income,Savings for Future,Less than 1 year,Daily,30%-40%,Equity,Retirement Plan,Dividend,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,58,No,3,3,3,3,1,2,4,No,Risk,Income,Wealth Creation,More than 5 years,Monthly,10%-20%,Fixed Deposits,Health Care,Liquidity,Better Returns,Tax Incentives,High Interest Rates,Internet
Female,20,No,7,1,6,3,1,2,5,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Public Provident Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Male,40,Yes,5,3,1,6,6,2,3,No,Returns,Growth,Returns,3-5 years,Weekly,30%-40%,Equity,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Female,37,No,4,4,7,1,4,3,5,Yes,Risk,Income,Returns,3-5 years,Monthly,10%-20%,Public Provident Fund,Education,Capital Appreciation,Tax Benefits,Tax Incentives,Risk Free,Financial Consultants
Female,58,Yes,4,1,3,2,6,3,6,No,Returns,Growth,Wealth Creation,3-5 years,Daily,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,High Interest Rates,Television
Female,29,Yes,7,6,6,4,4,2,2,Yes,Risk,Capital Appreciation,Savings for Future,3-5 years,Weekly,30%-40%,Mutual Fund,Health Care,Liquidity,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Male,59,Yes,7,2,6,7,7,3,7,No,Returns,Growth,Savings for Future,More than 5 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,High Interest Rates,Newspapers and Magazines
Male,47,No,5,4,2,4,3,5,2,No,Locking Period,Income,Wealth Creation,3-5 years,Weekly,30%-40%,Public Provident Fund,Education,Liquidity,Fund Diversification,Safe Investment,High Interest Rates,Financial Consultants
Female,60,Yes,3,6,6,7,7,2,2,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,Daily,20%-30%,Public Provident Fund,Health Care,Dividend,Tax Benefits,Assured Returns,Risk Free,Internet
Female,23,Yes,7,4,4,1,3,6,7,No,Returns,Capital Appreciation,Returns,1-3 years,Monthly,30%-40%,Public Provident Fund,Education,Liquidity,Fund Diversification,Safe Investment,Fixed Returns,Internet
Male,29,No,2,4,6,2,4,4,2,Yes,Risk,Income,Wealth Creation,Less than 1 year,Monthly,20%-30%,Equity,Health Care,Liquidity,Better Returns,Safe Investment,Risk Free,Internet
Male,57,No,5,6,4,1,3,6,6,No,Locking Period,Growth,Returns,1-3 years,Monthly,20%-30%,Public Provident Fund,Health Care,Liquidity,Better Returns,Safe Investment,High Interest Rates,Television
